user_id,governorate,governorate_code,current_package_id,current_package_size_gb,current_package_price,current_speed_mbps,number_of_devices,device_group,renewal_date,days_passed,days_until_renewal,usage_so_far_gb,remaining_gb,projected_usage_gb,actual_speed_mbps,user_profile,recommended_package_id,is_change
23353685,Cairo,02,STD-3333-250,250,700,100,4,small (1-4),2026-05-15,2,28,25.0,225.0,375.0,50.0,over,STD-2222-600,1
50241865,Dakahlia,050,STD-1111-140,140,210,30,2,small (1-4),2026-04-20,27,3,41.94,98.06,46.6,21.21,casual,STD-1111-140,0
48030675,Monufia,048,STD-3333-600,600,1230,100,9,large (5-9),2026-04-23,24,6,630.0,0.0,787.5,33.33,over,STD-2222-1000,1
55919755,Sharqia,055,STD-1111-400,400,570,30,2,small (1-4),2026-04-27,20,10,67.82,332.18,101.73,21.21,casual,STD-1111-140,1
88047663,Assiut,088,STD-1111-140,140,210,30,3,small (1-4),2026-05-05,12,18,84.43,55.57,211.08,17.32,over,STD-2222-250,1
88652952,Assiut,088,STD-1111-1000,1000,1360,30,4,small (1-4),2026-05-10,7,23,322.4,677.6,1381.71,15.0,over,STD-5555-1000,1
82420757,Beni Suef,082,STD-3333-600,600,1230,100,5,large (5-9),2026-05-04,13,17,291.55,308.45,672.81,44.72,heavy,STD-2222-1000,1
26130306,Cairo,02,STD-2222-600,600,1040,70,3,small (1-4),2026-05-02,15,15,230.01,369.99,460.02,40.41,normal,STD-2222-600,0
97731884,Aswan,097,STD-3333-250,250,700,100,4,small (1-4),2026-05-12,5,25,41.25,208.75,247.5,50.0,heavy,STD-3333-250,0
34789306,Alexandria,03,STD-2222-600,600,1040,70,4,small (1-4),2026-04-27,20,10,400.69,199.31,601.04,35.0,heavy,STD-2222-600,0
84055438,Faiyum,084,STD-2222-1000,1000,1560,70,4,small (1-4),2026-04-29,18,12,504.33,495.67,840.55,35.0,heavy,STD-2222-1000,0
62582943,Suez,062,STD-2222-250,250,530,70,5,large (5-9),2026-04-19,28,2,262.5,0.0,281.25,31.3,heavy,STD-1111-400,1
24126035,Giza,02,STD-2222-250,250,530,70,5,large (5-9),2026-05-07,10,20,149.07,100.93,447.21,31.3,over,STD-2222-600,1
40258595,Gharbia,040,STD-1111-250,250,360,30,6,large (5-9),2026-05-14,3,27,42.36,207.64,423.6,12.25,over,STD-2222-600,1
50326447,Dakahlia,050,STD-3333-250,250,700,100,5,large (5-9),2026-04-21,26,4,262.5,0.0,302.88,44.72,over,STD-1111-400,1
39847097,Alexandria,03,STD-3333-250,250,700,100,5,large (5-9),2026-05-03,14,16,177.03,72.97,379.35,44.72,over,STD-2222-600,1
25312855,Cairo,02,STD-3333-600,600,1230,100,1,small (1-4),2026-05-02,15,15,273.16,326.84,546.32,100.0,heavy,STD-3333-600,0
47993662,Kafr El Sheikh,047,STD-1111-200,200,290,30,1,small (1-4),2026-04-26,21,9,71.31,128.69,101.87,30.0,normal,STD-1111-140,1
62010317,Suez,062,STD-1111-400,400,570,30,3,small (1-4),2026-04-26,21,9,285.37,114.63,407.67,17.32,heavy,STD-1111-400,0
28704187,Cairo,02,STD-1111-140,140,210,30,3,small (1-4),2026-05-04,13,17,95.18,44.82,219.65,17.32,over,STD-2222-250,1
55307818,Sharqia,055,STD-3333-600,600,1230,100,4,small (1-4),2026-05-06,11,19,193.14,406.86,526.75,50.0,heavy,STD-3333-600,0
29733814,Cairo,02,STD-2222-250,250,530,70,4,small (1-4),2026-04-25,22,8,262.5,0.0,357.95,35.0,over,STD-1111-400,1
66973351,Port Said,066,STD-2222-250,250,530,70,5,large (5-9),2026-05-05,12,18,111.95,138.05,279.88,31.3,heavy,STD-1111-400,1
82241577,Beni Suef,082,STD-1111-250,250,360,30,4,small (1-4),2026-04-24,23,7,262.5,0.0,342.39,15.0,over,STD-1111-400,1
86530922,Minya,086,STD-3333-250,250,700,100,5,large (5-9),2026-04-18,29,1,262.5,0.0,271.55,44.72,over,STD-1111-400,1
36582381,Alexandria,03,STD-1111-600,600,850,30,1,small (1-4),2026-04-22,25,5,200.24,399.76,240.29,30.0,casual,STD-1111-400,1
29328955,Giza,02,STD-2222-600,600,1040,70,2,small (1-4),2026-05-13,4,26,56.78,543.22,425.85,49.5,normal,STD-2222-600,0
55805337,Sharqia,055,STD-1111-250,250,360,30,2,small (1-4),2026-04-26,21,9,169.13,80.87,241.61,21.21,heavy,STD-1111-250,0
86122295,Minya,086,STD-4444-1000,1000,1760,200,6,large (5-9),2026-05-10,7,23,189.74,810.26,813.17,81.65,normal,STD-4444-1000,0
93564600,Sohag,093,STD-4444-1000,1000,1760,200,6,large (5-9),2026-05-07,10,20,604.21,395.79,1812.63,81.65,over,STD-5555-1000,1
93104886,Sohag,093,STD-1111-200,200,290,30,4,small (1-4),2026-05-04,13,17,127.85,72.15,295.04,15.0,over,STD-1111-400,1
35714684,Alexandria,03,STD-3333-600,600,1230,100,5,large (5-9),2026-05-04,13,17,286.3,313.7,660.69,44.72,heavy,STD-2222-1000,1
23081219,Cairo,02,STD-3333-600,600,1230,100,6,large (5-9),2026-04-26,21,9,490.9,109.1,701.29,40.82,heavy,STD-2222-1000,1
23971263,Giza,02,STD-4444-1000,1000,1760,200,8,large (5-9),2026-05-10,7,23,418.33,581.67,1792.84,70.71,over,STD-5555-1000,1
40014085,Gharbia,040,STD-2222-600,600,1040,70,4,small (1-4),2026-05-01,16,14,291.24,308.76,546.08,35.0,heavy,STD-2222-600,0
65085176,Red Sea,065,STD-2222-250,250,530,70,5,large (5-9),2026-04-25,22,8,173.7,76.3,236.86,31.3,normal,STD-2222-250,0
50610277,Dakahlia,050,STD-4444-1000,1000,1760,200,6,large (5-9),2026-04-29,18,12,734.81,265.19,1224.68,81.65,heavy,STD-5555-1000,1
28533961,Giza,02,STD-1111-600,600,850,30,5,large (5-9),2026-04-22,25,5,630.0,0.0,756.0,13.42,over,STD-2222-1000,1
30782836,Alexandria,03,STD-1111-200,200,290,30,1,small (1-4),2026-05-03,14,16,24.84,175.16,53.23,30.0,casual,STD-1111-140,1
88120795,Assiut,088,STD-3333-600,600,1230,100,7,large (5-9),2026-05-11,6,24,236.47,363.53,1182.35,37.8,over,STD-5555-1000,1
21418184,Giza,02,STD-2222-250,250,530,70,3,small (1-4),2026-04-22,25,5,193.83,56.17,232.6,40.41,heavy,STD-2222-250,0
39790174,Alexandria,03,STD-1111-1000,1000,1360,30,4,small (1-4),2026-05-02,15,15,455.46,544.54,910.92,15.0,normal,STD-1111-1000,0
65223421,Red Sea,065,STD-1111-200,200,290,30,2,small (1-4),2026-05-06,11,19,33.42,166.58,91.15,21.21,casual,STD-1111-140,1
24380072,Cairo,02,STD-3333-250,250,700,100,4,small (1-4),2026-05-12,5,25,44.41,205.59,266.46,50.0,heavy,STD-3333-250,0
23657989,Cairo,02,STD-2222-250,250,530,70,3,small (1-4),2026-05-03,14,16,95.73,154.27,205.14,40.41,heavy,STD-2222-250,0
28564922,Cairo,02,STD-1111-600,600,850,30,1,small (1-4),2026-05-01,16,14,188.88,411.12,354.15,30.0,normal,STD-1111-400,1
22540148,Giza,02,STD-1111-200,200,290,30,3,small (1-4),2026-05-03,14,16,99.39,100.61,212.98,17.32,heavy,STD-1111-200,0
55127139,Sharqia,055,STD-1111-600,600,850,30,5,large (5-9),2026-05-14,3,27,76.82,523.18,768.2,13.42,over,STD-2222-1000,1
45771353,Beheira,045,STD-3333-250,250,700,100,7,large (5-9),2026-04-26,21,9,262.5,0.0,375.0,37.8,over,STD-2222-600,1
29909695,Giza,02,STD-1111-250,250,360,30,2,small (1-4),2026-05-04,13,17,97.4,152.6,224.77,21.21,heavy,STD-1111-250,0
69292405,North Sinai,069,STD-4444-1000,1000,1760,200,3,small (1-4),2026-04-18,29,1,922.48,77.52,954.29,115.47,heavy,STD-4444-1000,0
20736561,Giza,02,STD-1111-250,250,360,30,3,small (1-4),2026-04-22,25,5,40.62,209.38,48.74,17.32,casual,STD-1111-140,1
82407499,Beni Suef,082,STD-1111-250,250,360,30,4,small (1-4),2026-04-22,25,5,262.5,0.0,315.0,15.0,over,STD-1111-400,1
45155390,Beheira,045,STD-3333-250,250,700,100,6,large (5-9),2026-04-19,28,2,262.5,0.0,281.25,40.82,over,STD-1111-400,1
40736435,Gharbia,040,STD-4444-1000,1000,1760,200,4,small (1-4),2026-05-16,1,29,38.92,961.08,1167.6,100.0,heavy,STD-5555-1000,1
27019295,Cairo,02,STD-5555-1000,1000,2000,500,4,small (1-4),2026-04-30,17,13,522.75,477.25,922.5,250.0,heavy,STD-5555-1000,0
36610916,Alexandria,03,STD-3333-600,600,1230,100,6,large (5-9),2026-05-07,10,20,231.84,368.16,695.52,40.82,heavy,STD-2222-1000,1
29398050,Cairo,02,STD-4444-1000,1000,1760,200,2,small (1-4),2026-04-30,17,13,490.43,509.57,865.46,141.42,heavy,STD-4444-1000,0
35120362,Alexandria,03,STD-3333-600,600,1230,100,8,large (5-9),2026-05-06,11,19,399.58,200.42,1089.76,35.36,over,STD-5555-1000,1
23365643,Cairo,02,STD-2222-250,250,530,70,4,small (1-4),2026-05-02,15,15,177.27,72.73,354.54,35.0,over,STD-1111-400,1
66542552,Port Said,066,STD-2222-600,600,1040,70,5,large (5-9),2026-04-23,24,6,630.0,0.0,787.5,31.3,over,STD-2222-1000,1
40932415,Gharbia,040,STD-4444-1000,1000,1760,200,8,large (5-9),2026-05-15,2,28,108.95,891.05,1634.25,70.71,over,STD-5555-1000,1
40728560,Gharbia,040,STD-2222-250,250,530,70,5,large (5-9),2026-05-09,8,22,84.39,165.61,316.46,31.3,over,STD-1111-400,1
82889501,Beni Suef,082,STD-2222-600,600,1040,70,3,small (1-4),2026-04-21,26,4,630.0,0.0,726.92,40.41,over,STD-2222-1000,1
25105119,Cairo,02,STD-3333-250,250,700,100,3,small (1-4),2026-05-10,7,23,58.54,191.46,250.89,57.74,heavy,STD-3333-250,0
86145041,Minya,086,STD-4444-1000,1000,1760,200,7,large (5-9),2026-05-12,5,25,231.93,768.07,1391.58,75.59,over,STD-5555-1000,1
82825857,Beni Suef,082,STD-3333-250,250,700,100,3,small (1-4),2026-04-20,27,3,244.24,5.76,271.38,57.74,heavy,STD-1111-400,1
20298071,Cairo,02,STD-1111-250,250,360,30,3,small (1-4),2026-05-05,12,18,70.27,179.73,175.68,17.32,normal,STD-1111-250,0
88285625,Assiut,088,STD-1111-250,250,360,30,3,small (1-4),2026-04-30,17,13,85.88,164.12,151.55,17.32,normal,STD-1111-200,1
47136661,Kafr El Sheikh,047,STD-1111-200,200,290,30,8,large (5-9),2026-04-27,20,10,210.0,0.0,315.0,10.61,over,STD-1111-400,1
27245955,Cairo,02,STD-1111-400,400,570,30,1,small (1-4),2026-05-12,5,25,12.75,387.25,76.5,30.0,casual,STD-1111-140,1
22155631,Giza,02,STD-1111-200,200,290,30,2,small (1-4),2026-05-08,9,21,77.9,122.1,259.67,21.21,over,STD-1111-400,1
66568477,Port Said,066,STD-5555-1000,1000,2000,500,6,large (5-9),2026-05-03,14,16,671.68,328.32,1439.31,204.12,over,STD-5555-1000,0
48269142,Monufia,048,STD-2222-250,250,530,70,8,large (5-9),2026-05-02,15,15,67.39,182.61,134.78,24.75,casual,STD-1111-200,1
95106976,Qena,095,STD-3333-250,250,700,100,1,small (1-4),2026-05-06,11,19,59.31,190.69,161.75,100.0,normal,STD-1111-200,1
35831108,Alexandria,03,STD-2222-600,600,1040,70,4,small (1-4),2026-04-29,18,12,603.31,0.0,1005.52,35.0,over,STD-5555-1000,1
50932364,Dakahlia,050,STD-1111-600,600,850,30,5,large (5-9),2026-05-14,3,27,71.35,528.65,713.5,13.42,heavy,STD-2222-1000,1
66186598,Port Said,066,STD-4444-1000,1000,1760,200,3,small (1-4),2026-05-03,14,16,307.47,692.53,658.86,115.47,normal,STD-2222-1000,1
20807946,Cairo,02,STD-1111-250,250,360,30,4,small (1-4),2026-04-24,23,7,138.22,111.78,180.29,15.0,normal,STD-1111-250,0
40130303,Gharbia,040,STD-5555-1000,1000,2000,500,4,small (1-4),2026-05-11,6,24,201.51,798.49,1007.55,250.0,heavy,STD-5555-1000,0
69135064,North Sinai,069,STD-2222-600,600,1040,70,3,small (1-4),2026-05-12,5,25,106.31,493.69,637.86,40.41,heavy,STD-2222-600,0
30958760,Alexandria,03,STD-4444-1000,1000,1760,200,4,small (1-4),2026-04-23,24,6,841.32,158.68,1051.65,100.0,heavy,STD-4444-1000,0
57133057,Damietta,057,STD-1111-140,140,210,30,2,small (1-4),2026-04-21,26,4,102.79,37.21,118.6,21.21,heavy,STD-1111-140,0
35195933,Alexandria,03,STD-2222-1000,1000,1560,70,8,large (5-9),2026-04-20,27,3,1050.0,0.0,1166.67,24.75,over,STD-5555-1000,1
93386399,Sohag,093,STD-2222-250,250,530,70,1,small (1-4),2026-05-07,10,20,70.74,179.26,212.22,70.0,heavy,STD-2222-250,0
26823857,Giza,02,STD-3333-250,250,700,100,3,small (1-4),2026-05-09,8,22,63.19,186.81,236.96,57.74,heavy,STD-3333-250,0
86405339,Minya,086,STD-2222-1000,1000,1560,70,3,small (1-4),2026-04-26,21,9,1050.0,0.0,1500.0,40.41,over,STD-5555-1000,1
82026592,Beni Suef,082,STD-3333-250,250,700,100,4,small (1-4),2026-04-28,19,11,162.08,87.92,255.92,50.0,heavy,STD-3333-250,0
47373001,Kafr El Sheikh,047,STD-4444-1000,1000,1760,200,3,small (1-4),2026-04-29,18,12,580.05,419.95,966.75,115.47,heavy,STD-4444-1000,0
28177220,Cairo,02,STD-1111-600,600,850,30,1,small (1-4),2026-04-19,28,2,227.94,372.06,244.22,30.0,casual,STD-1111-400,1
50328311,Dakahlia,050,STD-3333-600,600,1230,100,2,small (1-4),2026-05-16,1,29,10.51,589.49,315.3,70.71,normal,STD-1111-400,1
55397472,Sharqia,055,STD-2222-600,600,1040,70,7,large (5-9),2026-04-27,20,10,444.29,155.71,666.44,26.46,normal,STD-2222-1000,1
66564694,Port Said,066,STD-1111-200,200,290,30,9,large (5-9),2026-04-18,29,1,210.0,0.0,217.24,10.0,over,STD-2222-250,1
66130720,Port Said,066,STD-2222-1000,1000,1560,70,3,small (1-4),2026-05-09,8,22,271.94,728.06,1019.78,40.41,heavy,STD-2222-1000,0
40496061,Gharbia,040,STD-3333-250,250,700,100,6,large (5-9),2026-05-08,9,21,118.39,131.61,394.63,40.82,over,STD-2222-600,1
38312306,Alexandria,03,STD-2222-250,250,530,70,5,large (5-9),2026-04-30,17,13,224.89,25.11,396.86,31.3,over,STD-2222-600,1
27811025,Giza,02,STD-3333-250,250,700,100,6,large (5-9),2026-05-15,2,28,24.96,225.04,374.4,40.82,over,STD-2222-600,1
26122606,Cairo,02,STD-2222-250,250,530,70,5,large (5-9),2026-05-06,11,19,151.56,98.44,413.35,31.3,over,STD-2222-600,1
50864145,Dakahlia,050,STD-3333-600,600,1230,100,1,small (1-4),2026-04-30,17,13,449.84,150.16,793.84,100.0,over,STD-2222-1000,1
84231384,Faiyum,084,STD-2222-600,600,1040,70,4,small (1-4),2026-05-10,7,23,193.37,406.63,828.73,35.0,over,STD-2222-1000,1
40330773,Gharbia,040,STD-2222-1000,1000,1560,70,2,small (1-4),2026-05-05,12,18,350.18,649.82,875.45,49.5,heavy,STD-2222-1000,0
55347474,Sharqia,055,STD-3333-250,250,700,100,4,small (1-4),2026-05-16,1,29,13.42,236.58,402.6,50.0,over,STD-2222-600,1
47554121,Kafr El Sheikh,047,STD-1111-250,250,360,30,2,small (1-4),2026-05-12,5,25,9.04,240.96,54.24,21.21,casual,STD-1111-140,1
28359461,Cairo,02,STD-1111-400,400,570,30,1,small (1-4),2026-04-26,21,9,248.46,151.54,354.94,30.0,over,STD-1111-400,0
64140336,Ismailia,064,STD-3333-250,250,700,100,7,large (5-9),2026-04-28,19,11,262.5,0.0,414.47,37.8,over,STD-2222-600,1
21235791,Cairo,02,STD-1111-140,140,210,30,3,small (1-4),2026-05-13,4,26,15.26,124.74,114.45,17.32,normal,STD-1111-140,0
26759062,Cairo,02,STD-1111-140,140,210,30,1,small (1-4),2026-04-18,29,1,62.35,77.65,64.5,30.0,normal,STD-1111-140,0
48098679,Monufia,048,STD-1111-140,140,210,30,5,large (5-9),2026-05-14,3,27,19.85,120.15,198.5,13.42,over,STD-2222-250,1
26585577,Cairo,02,STD-2222-250,250,530,70,2,small (1-4),2026-04-21,26,4,205.54,44.46,237.16,49.5,heavy,STD-2222-250,0
95481607,Luxor,095,STD-1111-200,200,290,30,2,small (1-4),2026-05-05,12,18,60.75,139.25,151.88,21.21,heavy,STD-1111-200,0
93663962,Sohag,093,STD-3333-600,600,1230,100,6,large (5-9),2026-05-05,12,18,389.87,210.13,974.68,40.82,over,STD-5555-1000,1
88493040,Assiut,088,STD-1111-140,140,210,30,1,small (1-4),2026-04-21,26,4,41.67,98.33,48.08,30.0,casual,STD-1111-140,0
37102704,Alexandria,03,STD-2222-1000,1000,1560,70,4,small (1-4),2026-04-25,22,8,755.57,244.43,1030.32,35.0,heavy,STD-2222-1000,0
82964117,Beni Suef,082,STD-1111-200,200,290,30,5,large (5-9),2026-05-15,2,28,20.42,179.58,306.3,13.42,over,STD-1111-400,1
47136160,Kafr El Sheikh,047,STD-2222-1000,1000,1560,70,6,large (5-9),2026-04-28,19,11,552.99,447.01,873.14,28.58,normal,STD-2222-1000,0
45911000,Beheira,045,STD-2222-250,250,530,70,4,small (1-4),2026-04-19,28,2,262.5,0.0,281.25,35.0,over,STD-1111-400,1
28370256,Cairo,02,STD-4444-1000,1000,1760,200,2,small (1-4),2026-05-15,2,28,72.76,927.24,1091.4,141.42,heavy,STD-5555-1000,1
55283562,Sharqia,055,STD-2222-1000,1000,1560,70,5,large (5-9),2026-04-30,17,13,1050.0,0.0,1852.94,31.3,over,STD-5555-1000,1
29500541,Cairo,02,STD-1111-140,140,210,30,4,small (1-4),2026-05-14,3,27,13.9,126.1,139.0,15.0,heavy,STD-1111-140,0
57658712,Damietta,057,STD-4444-1000,1000,1760,200,9,large (5-9),2026-04-25,22,8,1050.0,0.0,1431.82,66.67,over,STD-5555-1000,1
48327132,Monufia,048,STD-3333-250,250,700,100,7,large (5-9),2026-05-15,2,28,23.89,226.11,358.35,37.8,over,STD-2222-600,1
88466129,Assiut,088,STD-2222-250,250,530,70,5,large (5-9),2026-05-05,12,18,149.87,100.13,374.68,31.3,over,STD-2222-600,1
26971716,Cairo,02,STD-2222-1000,1000,1560,70,4,small (1-4),2026-05-01,16,14,562.16,437.84,1054.05,35.0,heavy,STD-2222-1000,0
28214567,Giza,02,STD-1111-200,200,290,30,2,small (1-4),2026-05-15,2,28,12.54,187.46,188.1,21.21,heavy,STD-1111-200,0
55261586,Sharqia,055,STD-1111-250,250,360,30,3,small (1-4),2026-04-26,21,9,88.05,161.95,125.79,17.32,normal,STD-1111-140,1
36134717,Alexandria,03,STD-3333-250,250,700,100,8,large (5-9),2026-05-02,15,15,226.55,23.45,453.1,35.36,over,STD-2222-600,1
45988674,Beheira,045,STD-2222-600,600,1040,70,4,small (1-4),2026-04-21,26,4,464.22,135.78,535.64,35.0,normal,STD-2222-600,0
62959737,Suez,062,STD-2222-250,250,530,70,3,small (1-4),2026-04-24,23,7,132.14,117.86,172.36,40.41,normal,STD-1111-200,1
29117996,Cairo,02,STD-2222-250,250,530,70,5,large (5-9),2026-05-14,3,27,6.52,243.48,65.2,31.3,casual,STD-1111-140,1
21792388,Cairo,02,STD-2222-600,600,1040,70,6,large (5-9),2026-04-25,22,8,630.0,0.0,859.09,28.58,over,STD-2222-1000,1
45586263,Beheira,045,STD-4444-1000,1000,1760,200,7,large (5-9),2026-04-30,17,13,766.23,233.77,1352.17,75.59,heavy,STD-5555-1000,1
26927321,Giza,02,STD-1111-400,400,570,30,1,small (1-4),2026-05-01,16,14,32.92,367.08,61.72,30.0,casual,STD-1111-140,1
27424435,Giza,02,STD-3333-600,600,1230,100,4,small (1-4),2026-05-03,14,16,300.83,299.17,644.64,50.0,heavy,STD-2222-1000,1
82480789,Beni Suef,082,STD-4444-1000,1000,1760,200,2,small (1-4),2026-05-09,8,22,293.67,706.33,1101.26,141.42,over,STD-5555-1000,1
20579643,Cairo,02,STD-1111-250,250,360,30,1,small (1-4),2026-05-02,15,15,110.34,139.66,220.68,30.0,heavy,STD-1111-250,0
33346224,Alexandria,03,STD-3333-600,600,1230,100,5,large (5-9),2026-05-02,15,15,500.09,99.91,1000.18,44.72,over,STD-5555-1000,1
50223130,Dakahlia,050,STD-3333-250,250,700,100,5,large (5-9),2026-05-16,1,29,10.28,239.72,308.4,44.72,heavy,STD-1111-400,1
20512948,Cairo,02,STD-2222-250,250,530,70,2,small (1-4),2026-05-16,1,29,7.21,242.79,216.3,49.5,heavy,STD-2222-250,0
34953640,Alexandria,03,STD-3333-250,250,700,100,7,large (5-9),2026-05-05,12,18,114.12,135.88,285.3,37.8,heavy,STD-1111-400,1
88270320,Assiut,088,STD-2222-250,250,530,70,2,small (1-4),2026-04-23,24,6,198.93,51.07,248.66,49.5,heavy,STD-2222-250,0
31362639,Alexandria,03,STD-2222-250,250,530,70,4,small (1-4),2026-04-22,25,5,155.45,94.55,186.54,35.0,normal,STD-2222-250,0
28424812,Giza,02,STD-1111-200,200,290,30,2,small (1-4),2026-05-14,3,27,3.46,196.54,34.6,21.21,casual,STD-1111-140,1
23526228,Cairo,02,STD-1111-400,400,570,30,1,small (1-4),2026-04-30,17,13,70.62,329.38,124.62,30.0,casual,STD-1111-140,1
64108500,Ismailia,064,STD-2222-1000,1000,1560,70,4,small (1-4),2026-05-13,4,26,83.16,916.84,623.7,35.0,normal,STD-2222-1000,0
95976579,Qena,095,STD-2222-250,250,530,70,4,small (1-4),2026-05-15,2,28,16.28,233.72,244.2,35.0,heavy,STD-2222-250,0
25031971,Cairo,02,STD-3333-600,600,1230,100,7,large (5-9),2026-05-16,1,29,39.97,560.03,1199.1,37.8,over,STD-5555-1000,1
64878223,Ismailia,064,STD-2222-1000,1000,1560,70,3,small (1-4),2026-05-06,11,19,520.95,479.05,1420.77,40.41,over,STD-5555-1000,1
86476847,Minya,086,STD-2222-250,250,530,70,4,small (1-4),2026-05-15,2,28,13.66,236.34,204.9,35.0,normal,STD-2222-250,0
26344709,Giza,02,STD-3333-250,250,700,100,3,small (1-4),2026-05-07,10,20,78.42,171.58,235.26,57.74,heavy,STD-3333-250,0
24274076,Cairo,02,STD-1111-1000,1000,1360,30,4,small (1-4),2026-04-18,29,1,680.92,319.08,704.4,15.0,normal,STD-1111-1000,0
36192084,Alexandria,03,STD-2222-1000,1000,1560,70,7,large (5-9),2026-04-24,23,7,1037.13,0.0,1352.78,26.46,heavy,STD-5555-1000,1
57222038,Damietta,057,STD-4444-1000,1000,1760,200,6,large (5-9),2026-04-25,22,8,1050.0,0.0,1431.82,81.65,over,STD-5555-1000,1
62842918,Suez,062,STD-2222-600,600,1040,70,3,small (1-4),2026-05-04,13,17,326.21,273.79,752.79,40.41,over,STD-2222-1000,1
95122391,Luxor,095,STD-1111-140,140,210,30,3,small (1-4),2026-04-25,22,8,116.59,23.41,158.99,17.32,heavy,STD-1111-200,1
21406534,Cairo,02,STD-3333-250,250,700,100,2,small (1-4),2026-04-27,20,10,144.87,105.13,217.3,70.71,heavy,STD-3333-250,0
88266731,Assiut,088,STD-2222-1000,1000,1560,70,4,small (1-4),2026-05-16,1,29,31.93,968.07,957.9,35.0,heavy,STD-2222-1000,0
84437443,Faiyum,084,STD-2222-600,600,1040,70,4,small (1-4),2026-04-27,20,10,372.98,227.02,559.47,35.0,heavy,STD-2222-600,0
69754239,North Sinai,069,STD-2222-1000,1000,1560,70,5,large (5-9),2026-05-13,4,26,203.88,796.12,1529.1,31.3,over,STD-5555-1000,1
28705284,Cairo,02,STD-1111-250,250,360,30,1,small (1-4),2026-04-25,22,8,204.47,45.53,278.82,30.0,over,STD-1111-400,1
21158707,Cairo,02,STD-1111-140,140,210,30,6,large (5-9),2026-04-29,18,12,97.63,42.37,162.72,12.25,heavy,STD-1111-200,1
68139829,South Sinai,068,STD-1111-1000,1000,1360,30,2,small (1-4),2026-05-14,3,27,85.72,914.28,857.2,21.21,heavy,STD-1111-1000,0
20860441,Giza,02,STD-1111-600,600,850,30,2,small (1-4),2026-04-30,17,13,209.01,390.99,368.84,21.21,normal,STD-2222-600,1
25098181,Cairo,02,STD-2222-250,250,530,70,5,large (5-9),2026-05-04,13,17,152.37,97.63,351.62,31.3,over,STD-2222-600,1
39645337,Alexandria,03,STD-1111-600,600,850,30,1,small (1-4),2026-04-23,24,6,463.55,136.45,579.44,30.0,over,STD-1111-600,0
24333434,Giza,02,STD-1111-140,140,210,30,3,small (1-4),2026-04-22,25,5,109.59,30.41,131.51,17.32,heavy,STD-1111-140,0
55825148,Sharqia,055,STD-4444-1000,1000,1760,200,5,large (5-9),2026-05-12,5,25,247.45,752.55,1484.7,89.44,over,STD-5555-1000,1
66294830,Port Said,066,STD-1111-200,200,290,30,1,small (1-4),2026-05-12,5,25,41.58,158.42,249.48,30.0,over,STD-1111-400,1
22048728,Cairo,02,STD-1111-250,250,360,30,1,small (1-4),2026-05-07,10,20,46.55,203.45,139.65,30.0,normal,STD-1111-200,1
23586213,Giza,02,STD-2222-1000,1000,1560,70,3,small (1-4),2026-04-29,18,12,567.32,432.68,945.53,40.41,heavy,STD-2222-1000,0
34180717,Alexandria,03,STD-1111-140,140,210,30,2,small (1-4),2026-05-04,13,17,51.12,88.88,117.97,21.21,normal,STD-1111-140,0
55598541,Sharqia,055,STD-1111-140,140,210,30,1,small (1-4),2026-04-22,25,5,147.0,0.0,176.4,30.0,over,STD-1111-200,1
86323425,Minya,086,STD-3333-250,250,700,100,5,large (5-9),2026-05-03,14,16,126.2,123.8,270.43,44.72,heavy,STD-1111-400,1
31755651,Alexandria,03,STD-1111-200,200,290,30,1,small (1-4),2026-04-26,21,9,161.56,38.44,230.8,30.0,over,STD-1111-400,1
50942620,Dakahlia,050,STD-1111-140,140,210,30,3,small (1-4),2026-05-13,4,26,24.78,115.22,185.85,17.32,over,STD-2222-250,1
48943485,Monufia,048,STD-3333-250,250,700,100,3,small (1-4),2026-04-22,25,5,173.06,76.94,207.67,57.74,heavy,STD-3333-250,0
55584708,Sharqia,055,STD-3333-600,600,1230,100,3,small (1-4),2026-05-12,5,25,129.27,470.73,775.62,57.74,over,STD-2222-1000,1
57447884,Damietta,057,STD-1111-250,250,360,30,2,small (1-4),2026-05-16,1,29,9.24,240.76,277.2,21.21,over,STD-1111-400,1
25073535,Cairo,02,STD-3333-250,250,700,100,3,small (1-4),2026-04-27,20,10,97.25,152.75,145.88,57.74,normal,STD-1111-200,1
47295797,Kafr El Sheikh,047,STD-4444-1000,1000,1760,200,6,large (5-9),2026-04-26,21,9,1050.0,0.0,1500.0,81.65,over,STD-5555-1000,1
21286003,Cairo,02,STD-3333-250,250,700,100,9,large (5-9),2026-05-11,6,24,65.16,184.84,325.8,33.33,heavy,STD-1111-400,1
88562467,Assiut,088,STD-1111-140,140,210,30,1,small (1-4),2026-05-14,3,27,14.67,125.33,146.7,30.0,over,STD-1111-140,0
26663031,Cairo,02,STD-4444-1000,1000,1760,200,4,small (1-4),2026-05-03,14,16,515.02,484.98,1103.61,100.0,heavy,STD-5555-1000,1
86244216,Minya,086,STD-2222-600,600,1040,70,3,small (1-4),2026-04-28,19,11,421.38,178.62,665.34,40.41,heavy,STD-2222-1000,1
40617600,Gharbia,040,STD-2222-250,250,530,70,4,small (1-4),2026-04-24,23,7,262.5,0.0,342.39,35.0,over,STD-1111-400,1
88839366,Assiut,088,STD-1111-250,250,360,30,5,large (5-9),2026-05-04,13,17,125.96,124.04,290.68,13.42,heavy,STD-1111-400,1
